sku,nom,effets,icone1,icone4,utilisation,precaution,composition,codebarre,nomchinois,couleur,titre composition,brand,lot,form,id
AMDGL,MUGUET DU JAPON,Humidifier voies respiratoires,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement anticoagulants, consultez votre médecin ou pharmacien.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.","Extrait : Muguet du Japon (Mai dong, O. japonicus) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755599361/3665346141854_Mai_Men_Dong_Ophiopogon_japonicus_50g_GL_27eab74b4e.png,麦冬,#778A76,COMPOSITION POUR 6 GÉLULES (3 g),long,182525A,Gélule,
AMDCP,MUGUET DU JAPON,Humidifier voies respiratoires,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement anticoagulants, consultez votre médecin ou pharmacien.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.","Extrait : Muguet du Japon (Mai dong, O. japonicus) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755599372/3665346141830_Mai_Men_Dong_Ophiopogon_japonicus_100cp_9e40358719.png,麦冬,#778A76,COMPOSITION POUR 6 GRAMMES,long,182525A,Poudre,
AHHMGL,SOPHORA DU JAPON,Circulation veineuse,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Sophora du Japon (Huai hua mi, S. japonicum) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755600234/3665346129852_Huai_Mi_Sophore_Sophora_japonica_50g_GL_e8bad2f74a.png,槐花米,#778A76,COMPOSITION POUR 6 GÉLULES (3 g),long,129825A,Gélule,
AHHMCP,SOPHORA DU JAPON,Circulation veineuse,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Sophora du Japon (Huai hua mi, S. japonicum) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755600245/3665346129838_Huai_Mi_Sophore_Sophora_japonica_100cp_1604f20043.png,槐花米,#778A76,COMPOSITION POUR 6 GRAMMES,long,129825A,Poudre,
AHHUAGL,FLEURS DE CARTHAME,Jambes lourdes,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Fleurs de Carthame (Hong hua, C. tinctorius) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755600891/3665346127452_Hong_Hua_Carthame_Carthamus_tinctorius_50g_GL_4ff01f077e.png,红花,#62ABA5,COMPOSITION POUR 6 GÉLULES (3 g),long,127425A,Gélule,
AHHUACP,FLEURS DE CARTHAME,Jambes lourdes,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Fleurs de Carthame (Hong hua, C. tinctorius) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755600891/3665346127438_Hong_Hua_Carthame_Carthamus_tinctorius_100cp_74c7e3ed94.png,红花,#62ABA5,COMPOSITION POUR 6 GRAMMES,long,127425A,Poudre,
ABXGL,"<SPAN STYLE=""FONT-SIZE:0.9EM"">RENOUÉE DES OISEAUX</SPAN>",confort urinaire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Renouée des oiseaux (Bian xu, P. aviculare) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755605953/3665346106556_Bian_Xu_Renou_e_des_oiseaux_Polygonum_aviculare_50g_GL_02c11794cf.png,萹蓄,#778A76,COMPOSITION POUR 6 GÉLULES (3 g),long,106525A,Gélule,
ABXCP,"<SPAN STYLE=""FONT-SIZE:0.9EM"">RENOUÉE DES OISEAUX</SPAN>",confort urinaire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Renouée des oiseaux (Bian xu, P. aviculare) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755605953/3665346106532_Bian_Xu_Renou_e_des_oiseaux_Polygonum_aviculare_100cp_0cacd192a9.png,萹蓄,#778A76,COMPOSITION POUR 6 GRAMMES,long,106525A,Poudre,
AHZAOGL,SARGASSE,Minceur,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Sargasse (Hai zao, S. fusiforme) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755609384/3665346125458_Hai_Zao_Sargasse_Sargassum_pallidum_50g_GL_c110367e67.png,海藻,#C47F5E,COMPOSITION POUR 6 GÉLULES (3 g),long,125425A,Gélule,
AHZAOCP,SARGASSE,Minceur,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Sargasse (Hai zao, S. fusiforme) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755609384/3665346125434_Hai_Zao_Sargasse_Sargassum_pallidum_100cp_7eb05d58be.png,海藻,#C47F5E,COMPOSITION POUR 6 GRAMMES,long,125425A,Poudre,
APPYGL,FEUILLES DE BIBACIER,confort respiratoire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Feuilles de Bibacier (Pi pa ye, E. japonica) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755610164/3665346148457_Pi_Pa_Ye_Bibassier_Eriobotrya_japonica_50g_GL_07ad4cb71c.png,枇杷叶,#778A76,COMPOSITION POUR 6 GÉLULES (3 g),long,148425A,Gélule,
APPYCP,FEUILLES DE BIBACIER,confort respiratoire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Feuilles de Bibacier (Pi pa ye, E. japonica) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755610165/3665346148433_Pi_Pa_Ye_Bibassier_Eriobotrya_japonica_100cp_448557bea4.png,枇杷叶,#778A76,COMPOSITION POUR 6 GRAMMES,long,148425A,Poudre,
ABZCGL,"<SPAN STYLE=""FONT-SIZE:0.8EM"">RHIZOME D'ATRACTYLODE PRÉPARÉE</SPAN>",Confort intestinal,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement anticoagulants, consultez votre médecin ou pharmacien.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755610990/3665346104750_Bai_Zhu_Chao_Atractylode_Atractylodes_macrocephala_50g_GL_62fce98077.png,炒白术,#85839D,COMPOSITION POUR 6 GÉLULES (3 g),court,104722A,Gélule,
ABZCCP,"<SPAN STYLE=""FONT-SIZE:0.8EM"">RHIZOME D'ATRACTYLODE PRÉPARÉE</SPAN>",Confort intestinal,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement anticoagulants, consultez votre médecin ou pharmacien.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755610990/3665346104736_Bai_Zhu_Chao_Atractylode_Atractylodes_macrocephala_100cp_94ed38c5d6.png,炒白术,#85839D,COMPOSITION POUR 6 GRAMMES,court,104722A,Poudre,
AGZGL,TIGES DE CANNELLE,Confort menstruel,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux femmes enceintes et allaitantes.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.","Extrait : Tiges de Cannelle (Gui zhi, C. verum) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755611707/3665346124550_Gui_Zhi_Cinnamomum_cassia_50g_GL_0a11493632.png,桂枝,#D97A8C,COMPOSITION POUR 6 GÉLULES (3 g),court,124525A,Gélule,
